artist,track_name,track_id,release_year,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence
KK,"Ninaithu Ninaithuu (From ""7/G Rainbow Colony"")",5UeSSctEHSRvFJqUAugL7O,2013,315480,41,0.802,0.67,0.274,5.15E-05,0.255,-10.792,0.0361,131.919,4,0.199
Dhilip Varman,Kanavellam,3YxK4m96nKH7Vw3vX1B04p,2007,276800,53,0.559,0.592,0.696,0,0.0977,-5.459,0.0588,149.881,4,0.614
A.R. Rahman,Khwaja Endan Khwaja,5B4m5El0IMiLzv6cvWJd8J,2007,416333,27,0.207,0.602,0.526,3.37E-06,0.149,-9.53,0.0347,122.012,4,0.329
Karthik,"Alai Alaiyaaga - From ""Navarasa""",3BA7DwnFY3wo2P6vtTpcvm,2021,96357,42,0.946,0.499,0.155,0.000311,0.11,-12.928,0.0375,72.393,4,0.458
Harris Jayaraj,Venmathiye,3BWDyIgqYJtK1DH7cpXzdF,1962,326960,0,0.193,0.837,0.351,1.46E-06,0.35,-14.189,0.0491,124.011,4,0.462
Various Artists,Ooh Mama,6LeJHTwGBr3yWibsy2Iw9E,2001,279546,39,0.0291,0.911,0.547,0,0.0337,-14.536,0.108,107.908,4,0.551
Hans Zimmer,Rise,3VdzKymHyCA7OQdUiDREKF,2012,435866,6,0.528,0.121,0.319,0.862,0.0932,-16.991,0.0372,94.89,4,0.0399
Harris Jayaraj,Hasili Fisiliye,6vztfVJ1lTWe23YMNv6Pk1,2009,318266,55,0.202,0.768,0.561,0,0.0986,-9.388,0.0374,97.016,4,0.449
Vidyasagar,Soora Thenga,60xpHwkTz7QvSyurIdPUbN,2004,242720,1,0.0492,0.701,0.937,0.00525,0.197,-4.538,0.2,149.966,4,0.849
Thaman S,Anjana Anjana,5aaRWDMUBp4Qvue4h5YgGE,2011,314093,29,0.357,0.575,0.726,0.00125,0.0958,-5.935,0.0291,89.953,4,0.139
Various Artists,Theriyaama Parthuputen,6A7OxXIrN1xoNXfc4pjWfT,2006,255573,34,0.0706,0.796,0.673,0,0.243,-10.412,0.056,140.01,4,0.859
Anirudh Ravichander,Hoyna Hoyna,7mNQwVYgoB3mtjkjCKsbXM,2019,271937,59,0.183,0.713,0.727,1.22E-06,0.0756,-7.166,0.0388,97.025,4,0.515
Thaman S,Buttabomma - Telugu,0dnDTvdUco2UbaBjUtPxNS,2019,198782,64,0.753,0.666,0.644,0.000262,0.124,-8.964,0.145,115.1,4,0.89
Thaman S,OMG Daddy - Telugu,0P8TCqG9wsZPUnvxqLNZ5k,2019,228125,46,0.252,0.83,0.61,1.27E-05,0.115,-6.293,0.0555,96.011,4,0.608
Yuvan Shankar Raja,Edhirthu Nill,5JZGFSGzpRkEksBPu8n1kY,2013,261346,55,0.281,0.795,0.755,1.09E-06,0.047,-6.031,0.0441,123.962,4,0.606
Harish Raghavendra,"Thottu Thottu (From ""Kadhal Kondaen"")",5L3wi01Ypx1sVkJFCdJeDZ,2013,315984,46,0.646,0.789,0.727,0.000355,0.099,-9.534,0.0709,94.9,4,0.581
Vairamuthu,"Neeya Pesiyathu (From ""Thirumalai"")",6487Whz2gRjO9EpQrAiHSi,2014,277853,38,0.139,0.739,0.522,3.30E-06,0.0987,-8.587,0.0383,120.02,1,0.33
Harish Raghavendra,"Devathaiya Kandein (From ""Kadhal Kondaen"")",40vmEMxtpxrwKuFaiwYULZ,2013,310612,49,0.113,0.879,0.434,2.46E-05,0.105,-10.778,0.0385,110.018,4,0.794
K. S. Chithra,"Kannalanae (From ""Bombay"")",3GcndLJWkrBxQL4wpDKtY1,2021,352096,54,0.631,0.583,0.583,0,0.0911,-6.464,0.0554,126.854,4,0.566
A.R. Rahman,Kaattu Sirukki,1YzMEit17ItUmqSgqyyal0,2010,353226,51,0.331,0.777,0.859,0,0.185,-4.798,0.2,92.934,4,0.615
Yuvan Shankar Raja,"Paithiyam Pidikudhu (From ""Baana"")",6RovlpQzQLhiaOd9QromyL,2013,325160,10,0.332,0.791,0.425,0.00654,0.151,-9,0.0323,104.972,4,0.222
A.R. Rahman,Evano Oruvan,3PVs9mXTYyRGPpLi4elnKq,2000,345839,48,0.459,0.637,0.352,3.24E-05,0.083,-13.592,0.0621,114.917,4,0.351
Dharan Kumar,Love Panalaama,0GikZOW7BbivWVzhcmX45w,2012,271813,41,0.111,0.834,0.676,0.000801,0.108,-4.762,0.105,92.998,4,0.831
Yuvan Shankar Raja,Vandha Kadha,2eilJpx0bKCA0AEVrWYJOV,2014,212291,46,0.207,0.727,0.765,0,0.0726,-5.036,0.12,66.484,4,0.813
Hiphop Tamizha,Erangi Vandhu,7K8JquRSzAw8bFQYK0eHrV,2015,214080,51,0.332,0.592,0.99,0,0.356,-3.007,0.151,79.978,4,0.65
Various Artists,Naan Sonnadhum Mazhai,3JpksZzvfTjkHJUE1PEa9d,2020,329912,59,0.0124,0.768,0.702,0.000284,0.299,-7.566,0.0661,90.015,4,0.685
A.R. Rahman,Maanaamadurai,0OZEa54bJKOXprf8IAEHlN,1997,354120,0,0.0412,0.758,0.553,2.99E-05,0.156,-10.425,0.23,92.987,4,0.571
S. P. Balasubrahmanyam,"Thanga Thamari Magale (From ""Minsara Kanavu"")",67WU7tXaqhaka2Q2MyTXzb,2020,302708,0,0.0597,0.729,0.489,5.26E-05,0.0301,-11.116,0.171,172.113,4,0.867
S. P. Balasubrahmanyam,"Azhakooril (From ""Thirumalai"")",3yU77f8CS1rcZE4gqxQCKO,2014,272826,46,0.0905,0.473,0.659,3.98E-05,0.168,-9.292,0.0477,94.817,4,0.368
Harris Jayaraj,Nenjil Nenjil,3mgu1ZvnUUDDl2lDFdrKaI,2010,314440,47,0.27,0.696,0.41,0.00548,0.0883,-9.455,0.0455,168.061,4,0.708
G. V. Prakash,"Yaaro Ivan (From ""Udhayam NH4"")",4AFAPRCKzRN1vxhxXZn1y1,2014,283906,48,0.74,0.699,0.496,0.000347,0.112,-7.88,0.0479,82.008,4,0.75
Nivas K Prasanna,"Uyire Un Uyirena - From ""Zero""",0UNQKpB23MBL2D2cjyIlE8,2016,284800,54,0.00967,0.476,0.564,6.50E-05,0.11,-7.844,0.0298,149.883,4,0.267
Salim–Sulaiman,Tujh Mein Rab Dikhta Hai,2LcXJP95e4HKydTZ2mYfrx,2008,281573,70,0.315,0.56,0.604,1.12E-06,0.176,-8.732,0.0866,84.784,4,0.75
Salim–Sulaiman,Dance Pe Chance,5EqggGHTuqiUfruO2gMHhI,2008,261015,55,0.138,0.884,0.893,0.000922,0.0614,-6.141,0.162,128.024,4,0.937
Jatin-Lalit,Chand Sifarish,5EYZZvmNAH5VZCwuzYJqoA,2006,275931,71,0.242,0.829,0.665,1.75E-05,0.123,-8.128,0.0868,122.043,4,0.861
Pritam,Dhoom Again,5IUP91X8fKfJnWQgCHT9dN,2006,302706,51,0.164,0.831,0.932,0,0.383,-6.251,0.221,99.97,4,0.571
Various Artists,Zaalima,4fgJe7zBjVXvs8HxtE21Y9,2017,299333,71,0.309,0.486,0.898,0,0.0886,-3.791,0.171,88.335,4,0.648
Various Artists,Sunflower - Spider-Man: Into the Spider-Verse,3KkXRkHbMCARz0aVfEt68P,2018,158040,82,0.556,0.76,0.479,0,0.0703,-5.574,0.0466,89.911,4,0.913
Deva,Oodha Oodha,14LvtEZriM5yQsEcw4WzUj,2021,356170,26,0.596,0.511,0.633,3.25E-05,0.106,-8.645,0.0424,87.906,4,0.486
Deva,Un Per Solla (Duet),0HqTVK1hcXLWtdUN19YfWs,2021,308421,29,0.432,0.618,0.508,2.15E-05,0.166,-7.191,0.0341,81.996,4,0.489
Vijay Antony,Nenjangootil Neeye,7mQjVfocpzkKd3PN1TtwKR,2006,275626,49,0.198,0.672,0.711,0,0.102,-8.798,0.206,180.037,4,0.791
Various Artists,Voda Voda Voda,15C4q7G41cgBApe7hinKc3,2020,276378,58,0.247,0.807,0.519,0.000256,0.0774,-7.565,0.082,85.008,4,0.386
Yuvan Shankar Raja,Aambalaikum Pombalaikum,3vli2UCALTW8ujkqWpiyk8,2011,301173,52,0.432,0.856,0.682,0.00379,0.224,-8.146,0.157,127.982,4,0.767
Sundar C. Babu,Kanadhasan Karaikudi,4pAwoYbUmrAw41LlFZc8Hz,2020,245266,55,0.0812,0.698,0.635,0,0.0806,-5.676,0.0601,172.415,3,0.868
Vijay Antony,Ussumu Laresey,2qolr6PKNLXvjp4JTtglSf,2010,287440,61,0.238,0.85,0.901,4.53E-06,0.0411,-7.266,0.173,125.073,4,0.678
Sundar C. Babu,Kathala Kannala,3G9cFVzS9iY8aXdBcHFE2f,2020,274800,56,0.0997,0.737,0.85,1.56E-06,0.053,-3.126,0.129,135.992,4,0.595
Mani Sharma,Vasaantha Mullai,2VBaXceRw10VmyE6AneL3T,2006,257706,3,0.151,0.608,0.642,4.72E-06,0.072,-7.385,0.304,81.523,4,0.803
Devi Sri Prasad,Eyy Bidda Idhi Naa Adda,7e6J0HgooHYVi4SwdOB2OM,2021,236057,60,0.2,0.728,0.861,0.00106,0.0256,-5.852,0.165,87.467,4,0.662
Various Artists,Never Ending Story,7r6xGsyES2DTacyP6O585i,2019,125480,66,0.0103,0.438,0.489,1.22E-05,0.442,-11.568,0.0465,136.077,3,0.182
Thaman S,Samajavaragamana,3j9DrRebdWK1jkpOw9FZUy,2019,219818,64,0.91,0.568,0.663,4.82E-05,0.124,-6.179,0.0345,165.203,3,0.808
Sundar C. Babu,Aadunga Da,1qzXfl3hsR424AHIvwyz7f,2009,260800,50,0.326,0.438,0.811,0,0.0727,-5.945,0.167,76.921,4,0.74
Arcane,Enemy feat. J.I.D. (from the series Arcane League of Legends),4qXKkOZ691yYgQu4Lunrds,2021,173381,61,0.21,0.724,0.782,0,0.44,-4.437,0.289,76.984,4,0.528
Rahul Sipligunj,"Naatu Naatu (From ""Rrr"")",4iKGu3xtvm90eBw0EIPWJP,2021,214399,64,0.355,0.405,0.988,0.113,0.0815,-3.843,0.0992,160.052,4,0.703
A.R. Rahman,Little Little,6LnYnH5LDghjZyQN6bZqx2,2021,258298,48,0.0962,0.613,0.566,0.00543,0.0847,-7.569,0.154,101.672,3,0.761
Hesham Abdul Wahab,Thathaka Theithare,3LrmIs9uiNaEMMNJRnba5P,2022,145790,57,0.0401,0.725,0.749,0.647,0.329,-7.348,0.058,90.07,4,0.426
Thaman S,Kalaavathi,0hNPo5brQ2MLlrdVKZfHK9,2022,242322,67,0.627,0.392,0.574,0,0.532,-5.744,0.0336,65.528,4,0.446
Devi Sri Prasad,Soda Bottle,1sOYyAUQyRW9NqrNvokHHq,2005,322506,0,0.0761,0.816,0.873,0.00016,0.0495,-8.744,0.291,77.49,4,0.612
Yuvan Shankar Raja,Unakkulle Mirugam,675Akyln4LBrmze7Z0ydIO,2012,258440,46,0.000301,0.617,0.914,2.52E-05,0.0635,-6.173,0.0533,149.945,4,0.228
Harris Jayaraj,Rettai Kathirae,51DhooaRxLNlzBIZnjZbOL,2012,289120,45,0.0702,0.868,0.568,0,0.0854,-7.052,0.134,105.958,4,0.527
Harris Jayaraj,"Azhage Azhage (From ""Oru Kal Oru Kannadi"")",50kz1CBb3MFq0GYQi2addZ,2014,355146,27,0.244,0.75,0.616,0,0.0643,-7.868,0.0371,91.97,4,0.52
Anirudh Ravichander,"Iraiva (From ""Velaikkaran"")",1ifPGkfVkbSFUpWrWGZ19B,2018,294715,27,0.198,0.571,0.729,0,0.103,-5.603,0.0481,140.062,4,0.378
A.R. Rahman,Magudi Magudi,6l5EnqPcPqQJluoJaT9z3f,2012,211400,44,0.18,0.832,0.829,0.000335,0.056,-7.236,0.0968,120.05,4,0.636
Pradeep Kumar,"Agayam Theepiditha - From ""Madras""",0Ei1ZN3Fj6lkp9QV7Q20MR,2018,230062,48,0.869,0.517,0.423,0,0.0785,-8.388,0.0389,117.867,4,0.36
Harris Jayaraj,Amali Thumali,3JB6vpzQ78uWEyKnjjDQY9,2011,344346,44,0.0351,0.843,0.759,0.00116,0.258,-6.818,0.0537,97.021,4,0.858
Santhosh Narayanan,"Thattaan Thattaan - From ""Karnan""",3CsMijWZuND9wiLCJOOIPy,2021,290117,57,0.0718,0.632,0.554,0.000308,0.478,-7.401,0.116,169.959,4,0.596
A.R. Rahman,"Vera Level Sago (From ""Ayalaan"")",0xcBgFgDYiV0oqJk5Bl7nf,2021,254400,32,0.156,0.854,0.765,0,0.0645,-9.387,0.0845,110.026,4,0.889
Santhosh Narayanan,Manamengum Maaya Oonjal,4pFs70p0MWLJykFBNFSEXD,2019,255680,40,0.701,0.66,0.5,0.000832,0.186,-8.228,0.0441,129.96,4,0.413
Santhosh Narayanan,"Manasula Soora Kaathey - From ""Cuckoo""",2MOT0HW0Ncuc5zwvbM7QsI,2014,260989,45,0.933,0.329,0.314,0.0567,0.07,-11.723,0.0363,79.43,4,0.316
A.R. Rahman,The Horizon of Saudade,7zTrimhtil85dyT7VSpvMA,2020,166062,38,0.703,0.271,0.228,0.762,0.116,-14.158,0.0342,79.225,4,0.115
A.R. Rahman,Dil Bechara,4UJkUnfEEL8B2JZ1OQfYOO,2020,163426,51,0.159,0.883,0.334,0.000158,0.12,-10.651,0.0426,106.02,4,0.747
Various Artists,"Toofan (From ""Kgf Chapter 2"")",5HAs7T9bKrS2VYrxkG5Ohi,2022,214122,50,0.323,0.701,0.783,0.00565,0.63,-7.4,0.0653,115.984,4,0.324
Vijay Prakash,Dheera Dheera,14AE9EdsWIE1gqqzNZ7DRA,2018,222713,1,0.543,0.576,0.893,4.17E-05,0.103,-7.027,0.0931,124.803,4,0.292
Vijay Prakash,Veesum Soorai Katre,4RrCrRMzDhfWd2XBNzsS5Y,2018,210548,0,0.305,0.563,0.938,0.000803,0.575,-6.514,0.0615,127.998,4,0.198
Vijay Antony,Makkayala,7Ja5SkTniDUgOBxbiMTfvD,2012,292179,47,0.272,0.753,0.791,4.40E-06,0.166,-5.495,0.144,150.007,4,0.792
Harris Jayaraj,Aga Naga,2M1QX3W7eNXXDw4b7rKiGL,2011,322013,49,0.154,0.934,0.64,2.55E-05,0.105,-7.386,0.108,116.009,4,0.85
A.R. Rahman,Kannum Kannum,14IbCMxPaSD3bkStHORkeL,1993,248480,38,0.279,0.824,0.353,0,0.0682,-14.879,0.243,83.441,4,0.764
Santhosh Narayanan,Kondattam,3YIuYvugLuJWMgYVtu7uQj,2016,215411,47,0.186,0.868,0.598,0.00118,0.181,-8.431,0.0512,124.95,4,0.559
A.R. Rahman,Ella Pugazhum,3Tu8zZ9osqEy3OJriNlZNc,2007,331506,51,0.166,0.708,0.886,0,0.116,-8.261,0.064,119.955,4,0.612
Various Artists,Andha Arabi Kadaloram,1Uuw9nSChAnmwbFmnuCx5S,2021,312839,58,0.0534,0.795,0.842,0.0044,0.0402,-5.208,0.166,95.027,4,0.776
A.R. Rahman,Urvashi Uravashi,7ACvDfmqOm46Rmmei03KOC,2014,340480,53,0.108,0.566,0.375,0,0.106,-17.643,0.147,93.502,4,0.748
A.R. Rahman,Pettai Rap,5UBC8xX1rOqxGFkvy0xIXu,2014,264228,50,0.0238,0.89,0.568,1.03E-06,0.0772,-16.866,0.247,95.008,4,0.812
Various Artists,Romeo Attam Potal,5KRBc2QCh13xUtBX8Vdg75,2021,338559,46,0.0149,0.834,0.326,1.48E-05,0.0678,-20.061,0.0662,129.033,4,0.707
A.R. Rahman,Secret of Success,4cKaYNIfJhj7dylfXdnNI9,2003,367226,1,0.0193,0.729,0.858,0,0.116,-6.853,0.179,109.972,4,0.571
A.R. Rahman,"Jana Gana Mana (From ""Aayutha Ezhuthu"")",2wUQmtyUhYKiVUHuuuJazD,2013,296173,31,0.0178,0.721,0.746,0.00413,0.0788,-11.538,0.0561,101.979,4,0.742
Thaman S,Gore Gore,7trUHb23ZlUAPx4SHO5kDB,2009,314160,41,0.111,0.773,0.794,0.0139,0.0447,-4.146,0.0426,92.015,4,0.821
Dharan Kumar,Appan Mavanae Vaada,3wYQPfZmcfBQ7ZJFaR0jMS,2012,383613,49,0.139,0.724,0.809,0.0509,0.0882,-6.136,0.0528,75.004,4,0.841
Yuvan Shankar Raja,Oh Baby,5EIpzyd2nuFVy7KUFCkwwy,2008,337933,56,0.00958,0.799,0.677,0.000477,0.0993,-9.779,0.043,99.98,4,0.559
Harris Jayaraj,Gala Gala,7L5io4K3oFBF4dV8q9skdx,2011,292160,40,0.248,0.822,0.874,1.51E-05,0.0547,-8.008,0.119,148.998,4,0.923
A.R. Rahman,Sarvam Thaala Mayam,7wkpgpr4G823hlLj58XHBX,2020,304580,32,0.0985,0.732,0.663,0.0644,0.464,-10.895,0.0386,120.008,4,0.964
G. V. Prakash,Iravaaga Nee,6bJHu2TZCO7TPZ7YOTgdlQ,2015,349657,52,0.897,0.327,0.367,3.65E-06,0.386,-10.027,0.039,94.965,4,0.274
Kadhal Desam,Anbay,0rmFz3iFgvMGxEWv5YZRJT,2007,341519,59,0.0513,0.691,0.579,0,0.0603,-10.984,0.0593,93.026,4,0.409
Harris Jayaraj,Mudher Kanave,00PXj8pxWLJ3apEnCPJTNI,2001,310706,61,0.154,0.692,0.709,1.46E-06,0.167,-10.778,0.0502,102.999,4,0.714
A.R. Rahman,Mettuppodu Mettuppodu,01iiqDKJPQpfCOgG4rfjid,1994,495882,42,0.635,0.792,0.525,2.92E-05,0.0566,-13.526,0.102,110.944,4,0.707
S. P. Balasubrahmanyam,"Odakaara (From ""Indira"")",13b0cX6MJj2GJMPwFLRV44,2021,261616,19,0.0589,0.907,0.398,3.64E-05,0.248,-15.495,0.217,130.899,4,0.901
Ilaiyaraaja,Kavithai Kelungal Karuvil,7aIT2qjuakAjsiIxp4eVqP,1986,420284,40,0.663,0.504,0.745,0.000795,0.301,-7.825,0.301,160.641,4,0.546
Ilaiyaraaja,Kaala Kaalamaaga Vaazhum,6JnZtiMzhdrI5hdDnbumoK,1986,261773,35,0.685,0.706,0.652,0.103,0.133,-6.591,0.191,79.834,4,0.878
Ilaiyaraaja,Maamaavukku Kudumaa Kudumaa,5VSRTaIXke7eIu8IfJ7eB1,1986,260127,27,0.213,0.842,0.574,0.802,0.153,-9.709,0.0442,129.756,4,0.911
Ilaiyaraaja,Punnagai Mannan - Theme Music,3jfNl6kcT8OvOFj3F5wbhL,1986,154906,39,0.578,0.354,0.767,0.879,0.13,-10.275,0.123,186.878,3,0.351
Ilaiyaraaja,One Two Three,2XlaBs0YWl6Uu4iSYBaaJe,1986,105253,19,0.0429,0.683,0.768,0.00896,0.139,-10.261,0.206,91.662,4,0.799
Ilaiyaraaja,Lalitha Priya,34bZfgM5U1QrE3CZY7QIsD,1988,324135,38,0.44,0.552,0.739,0,0.458,-2.938,0.0305,89.162,4,0.554
Ilaiyaraaja,Unnal Mudiyum Thambi,1RNwmVHmw0l89nPQdusuA7,1984,269266,22,0.862,0.491,0.636,0,0.163,-9.265,0.0766,157.662,3,0.83
Ilaiyaraaja,Akkam Pakkam,3pwYCtSg6YMlBCfMOTif3T,1984,171573,13,0.773,0.646,0.547,0,0.179,-10.595,0.119,88.127,4,0.723
Ilaiyaraaja,Enna Samayalo,0ZSR3mp6sYXTKUbC9ZJDD3,1984,346346,12,0.875,0.563,0.476,9.43E-06,0.121,-13.514,0.374,191.367,3,0.815
Ilaiyaraaja,Punjai Undu,4UPufJoMRWselqc9ZZKtJE,1984,255573,31,0.513,0.831,0.482,0,0.372,-12.426,0.0425,133.302,4,0.965
Ilaiyaraaja,Nee Onru Than,7B9S6laqvaH3zdTo4m6Eju,1984,228560,9,0.952,0.61,0.87,0,0.275,-9.913,0.137,99.621,3,0.821
Ilaiyaraaja,Maanida Sevai,7GsqBnAjjiWI4h11BZ7gDU,1984,260825,8,0.893,0.546,0.861,1.46E-05,0.294,-11.326,0.262,90.149,3,0.468
Ilaiyaraaja,Manathil Uruthi Vendum,3c1goMi4sOaxvqpuzAr7ko,1987,257613,16,0.862,0.676,0.49,0,0.131,-9.931,0.0434,86.954,4,0.691
Ilaiyaraaja,Kannin Maniyae,0i8mYTiKe6aki2JrV52j4Z,1987,287546,17,0.947,0.63,0.585,3.25E-06,0.157,-6.906,0.0306,81.66,4,0.681
Ilaiyaraaja,Vangaala Kadale,34bwHtgHhzOT80Kml2DZGR,1987,171120,11,0.886,0.697,0.503,1.63E-06,0.0579,-9.029,0.0621,153.994,3,0.929
Ilaiyaraaja,Kanna Varuvaayaa,57BunRmWig7y2Gc1jLddNm,1987,331320,13,0.919,0.636,0.359,0.000105,0.195,-10.616,0.0331,80.831,3,0.624
Ilaiyaraaja,Aachchi Aachchi,3DP5b9FFqpSkib5bZ2QMb1,1987,185173,13,0.851,0.647,0.631,0.000448,0.0819,-8.472,0.0473,178.555,4,0.929
Ilaiyaraaja,Sangathamizh Kaviye,2U59DoVGFvWeFbeC8R14qU,1987,269853,10,0.901,0.489,0.525,7.29E-06,0.142,-8.796,0.0414,184.389,3,0.7
Ilaiyaraaja,Eduthu Naan Vidava,0XZeudtzp4nQ3WoxQHwOzp,1989,279771,29,0.782,0.792,0.525,2.74E-06,0.0874,-11.182,0.347,97.324,4,0.827
Ilaiyaraaja,Kalyaana Maalai - Version 2,5HF7tcuBuKG48bNO87KsA3,1989,56941,30,0.732,0.57,0.416,2.20E-06,0.328,-14.511,0.23,164.901,5,0.884
Yuvan Shankar Raja,From The Bottom Of Our Hearts,2ahzMmJSHyPElWbBb0GMuC,2016,126999,28,0.883,0.645,0.264,9.68E-05,0.175,-16.774,0.101,92.793,3,0.364
Yuvan Shankar Raja,Oru Naalil,1E6anXkNpfIReDMQ3fMsLg,2005,382066,36,0.301,0.72,0.533,2.39E-05,0.0773,-6.43,0.0407,80,4,0.75
Various Artists,Unnai Kandane,4Qa8HXMg5HFlP4g4Qy3XFS,2005,293760,46,0.108,0.721,0.616,5.73E-05,0.109,-10.748,0.0331,121.893,4,0.47
Yuvan Shankar Raja,Pogadhe,2WiYbMi6kTLAWSCUbzf5zm,2007,330400,39,0.724,0.655,0.518,2.80E-06,0.145,-8.084,0.0349,80.152,4,0.122
Joshua Sridhar,Unnarugil Varugaiyil,3lsQowMazvA01xFnbrnXLJ,2007,328680,35,0.129,0.684,0.805,1.80E-06,0.161,-3.632,0.046,89.98,4,0.547
G. V. Prakash,Kadhaigal Pesum,6bkttY4k57BxttJMfBzN77,2009,324126,16,0.383,0.754,0.65,0,0.0708,-5.85,0.0328,129.913,4,0.621
G. V. Prakash,Un Peyarai Sollum,6rtFjXnM19hFLm9sK2cUaz,2009,368388,34,0.445,0.62,0.67,1.74E-06,0.0975,-5.795,0.064,93.993,4,0.46
Yuvan Shankar Raja,Avanapathi,1F91mnfHugIEvUTNAwZca5,2011,341800,28,0.477,0.737,0.886,0.000124,0.0663,-4.284,0.281,74.952,4,0.726
Various Artists,Orayiram,2uvWe7sfelTQEx3pieTQ6a,2001,209371,30,0.344,0.762,0.264,0.00624,0.102,-16.25,0.0613,111.016,4,0.276
Yuvan Shankar Raja,Unn Badhil Vendi,5wHRzbzZhlrFClgnoeRXWW,2016,262999,40,0.686,0.566,0.512,1.72E-06,0.111,-6.994,0.0447,164.878,4,0.193
Ilaiyaraaja,"Kan Pesum Varthaigal (From ""7/G Rainbow Colony"")",7Jw8gyXAAdxWMtHPnyZmF1,2013,348290,33,0.0811,0.77,0.731,0.0255,0.0746,-9.328,0.0597,80.99,4,0.856
Yuvan Shankar Raja,"Kanaa Kaanum (From ""7/G Rainbow Colony"")",7r0lDzamM2w3VzLwxs2LEs,2013,329926,31,0.282,0.777,0.635,2.41E-06,0.111,-8.99,0.0783,100,4,0.361
Yuvan Shankar Raja,Para Para Para Pattampochi,6Jxd7wVisXOT306ncXCHzt,2009,248733,37,0.649,0.795,0.604,0.00554,0.143,-6.632,0.0315,115.027,3,0.885
Yuvan Shankar Raja,Pesugiraen,5rW6PRcNUwK2q625gkbMks,2007,330200,31,0.0499,0.805,0.346,0.000474,0.0582,-10.126,0.0601,149.986,4,0.548
Joshva Sridar,Thottu Thottu,2IAhbVu3XwYkpqmQAedMvf,2004,337085,0,0.401,0.72,0.482,0.000489,0.0986,-8.888,0.0377,129.994,4,0.497
Joshua Sridhar,Oru Devadai,6DeDm2MAuaGQQp2lgolS5y,2011,362040,0,0.0609,0.743,0.779,3.17E-05,0.116,-3.73,0.0248,111.013,4,0.792
Ramesh Vinayagam,Enna Ithu Enna Ithu,2xESTNHjL6LIT62bOTX9g3,2003,313693,36,0.893,0.61,0.39,0.000122,0.151,-10.069,0.0286,135.908,5,0.468
V. Selvaganesh,Pada Pada,0c4vAnBgWbzyGbq4si0QNn,2009,276693,25,0.254,0.681,0.658,0.000539,0.113,-8.35,0.0396,149.908,4,0.534
V. Selvaganesh,Lesa Parakkudhu,7EmngHLT8WQhetqJFdWdcN,2009,290053,33,0.378,0.73,0.574,1.62E-06,0.113,-7.688,0.0534,139.927,4,0.557
Karthik Raja,Un Perai Sonnale,2wBzUQIFN5RwNgi0ghL9Oc,2001,358866,26,0.339,0.845,0.557,1.21E-05,0.0915,-9.499,0.0324,120.006,4,0.939
Yuvan Shankar Raja,"Ninaithu Ninaithu (From ""7/G Rainbow Colony"")",3NHvXq8sdp7UmrqWJdAqz7,2013,274834,47,0.68,0.715,0.302,4.26E-06,0.217,-9.87,0.0371,131.832,4,0.297
Various Artists,,0CmXnoIhxUwHiaSQab2cnM,0,0,0,0.196,0.752,0.723,0.000311,0.0598,-8.25,0.258,165.008,3,0.721
Yuvan Shankar Raja,Karuppaana Kaiyale,5wHiR07koQJA4Ij8mwymhg,2006,208306,32,0.309,0.683,0.677,0,0.191,-12.899,0.437,125.008,4,0.841
Joshva Sridar,Unakku Naan Erupen,3KDbyyt2mJ0f9DPqqegHAX,2004,366476,0,0.374,0.596,0.509,0.000543,0.0964,-9.96,0.0298,89.903,4,0.479
Joshua Sridhar,Sariya Idhu Thavara,6hOkVZblpfSKKUBB3hNyJ9,2007,321519,34,0.41,0.695,0.78,4.90E-06,0.106,-4.353,0.036,122.915,4,0.683
A.R. Rahman,Idayam Idam Mariyathe,7t3qPBZMpv1vEI8HIH4VWI,2007,397786,33,0.636,0.501,0.408,0.00262,0.107,-7.907,0.0322,149.953,4,0.212
S.S.Kumaran,Oru Murai Iru Murai,69Ba6YsMCsADiTSQTbpFO7,2010,224651,12,0.207,0.748,0.561,0,0.186,-8.878,0.0511,80.01,4,0.611
Yuvan Shankar Raja,En Nenjil,6XeJ4zrJoEGr3jbgO6duJl,2010,305333,48,0.633,0.681,0.658,0.00262,0.16,-8.856,0.0444,144.857,4,0.585
Yuvan Shankar Raja,Oru Vaanavillin Pakkathile,3cSx1a2a106rLVrL7EwyMq,2010,285521,39,0.0745,0.828,0.694,5.28E-05,0.208,-7.412,0.0462,145.012,4,0.791
Yuvan Shankar Raja,Enna Enna Aagiren,6wNZFAMVfEVtMcFmGZ4P7r,2010,276414,39,0.479,0.756,0.474,0.206,0.09,-8.245,0.0292,104.99,4,0.349
Yuvan Shankar Raja,Nathi Vellam,3Ucp8PolaJxPBpq9KyJSMr,2013,312000,31,0.66,0.564,0.417,3.01E-06,0.0817,-8.242,0.04,79.947,4,0.353
G. V. Prakash,Ithu Enna Maayam,0p74csq4Dc0hKczxgIdVFV,2007,277151,3,0.194,0.602,0.529,3.96E-06,0.0921,-6.332,0.0309,129.955,4,0.184
Ilaiyaraaja,Enakku Piditha Paadal,14xCQRJLuCAlbhxDMqpO9v,2003,270706,38,0.571,0.608,0.489,0,0.17,-8.682,0.0282,129.852,3,0.764
Yuvan Shankar Raja,Nijama Nijama,21XBjymbfR270zpVFKBZoc,2013,245213,24,0.427,0.795,0.59,6.70E-05,0.12,-8.417,0.0597,99.989,4,0.56
