artist,track_name,track_id,release_year,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence
Ilaiyaraaja,Vaanuyarntha,5jQpC9K31ZDdsO6lpnXBP5,2020,216724,4,0.978,0.452,0.48,0.0618,0.18,-4.671,0.041,148.196,3,0.574
Ilaiyaraaja,Salaiyoram,45celjvjHjHQqXVQnqHLvp,1982,272784,30,0.669,0.645,0.363,3.91E-05,0.124,-12.704,0.0866,142.52,3,0.788
Ilaiyaraaja,Paadavaa Un Paadalai - Happy,5RFokLffE5fBawsMsyWmYj,1984,258500,9,0.454,0.472,0.385,0,0.489,-12.284,0.0313,92.661,4,0.541
Ilaiyaraaja,Enthan Kannil,6099avhbvLTFAyRZkoXbts,2020,258472,12,0.749,0.525,0.343,0.0676,0.394,-7.8,0.067,90.684,4,0.616
Ilaiyaraaja,Sorgathin Vaasapadi,75OXTDDHUEQJHmEG9bc7jx,1990,306000,16,0.985,0.64,0.347,0.87,0.276,-12.121,0.0324,95.243,3,0.563
A.R. Rahman,Vettrikkodi Kattu,2yeUmiMyfYOC7yOHc2S9JS,1999,281007,47,0.36,0.775,0.816,4.46E-06,0.0537,-7.743,0.0536,125.02,4,0.878
Harris Jayaraj,Kokku Meena,5oA9ZgFFPEUc9a620BgqAT,2013,276757,37,0.114,0.602,0.662,0,0.0653,-8.757,0.157,118.121,3,0.888
Anirudh Ravichander,Quit Pannuda,66N9OkT3uarJxuzD7iU4BP,2020,256576,50,0.179,0.51,0.797,0,0.443,-5.279,0.234,76.965,4,0.499
Harris Jayaraj,Kutti Puli Kootam,5ofC5Bkx59uOWCG3gJnQy2,2012,368848,46,0.0737,0.819,0.866,0.0256,0.15,-5.83,0.0478,124.011,4,0.625
Anirudh Ravichander,Come on Girls - The Celebration of Love,2mP9sA0wyHwybuJKjQ16AV,2011,174826,54,0.253,0.666,0.862,0.00254,0.0351,-3.557,0.277,180.059,4,0.768
Harris Jayaraj,Yethi Yethi,0ew71PqPi7ehntkabL9W4c,2008,293866,61,0.0656,0.941,0.771,0,0.131,-7.002,0.0919,104.501,4,0.59
Harris Jayaraj,Ava Enna,1wIfq9Zul77qAtokyLTlXr,2008,318493,66,0.497,0.594,0.454,3.83E-05,0.0736,-9.422,0.0755,133.825,4,0.705
A.R. Rahman,Top Tucker,2S6DBGSl8c7hWZmC7R0Lgj,2018,223498,48,0.0322,0.721,0.657,0.00109,0.0618,-8.304,0.0319,132.97,4,0.454
A.R. Rahman,CEO in the House,5oFnrSf3YWf4AO6rIy9f96,2018,232558,45,0.039,0.659,0.895,2.39E-05,0.0561,-9.333,0.0573,150.08,4,0.784
A.R. Rahman,En pearu Padaiyappa,6na5N0AyCBrkz2aMzYrZom,1999,325009,40,0.414,0.669,0.855,0.000143,0.0792,-9.337,0.0787,177.932,4,0.904
Santhosh Narayanan,Patta Patti,6X0o1grhSgwtKVO1vkD0f3,2018,187903,37,0.056,0.917,0.723,4.68E-05,0.0801,-3.725,0.265,92.939,4,0.799
Hiphop Tamizha,"Tamizhi - From ""Tamizhi""",1jCKAMsvvLowhwmrI1aNsz,2019,294960,27,0.0187,0.521,0.9,0,0.164,-6.358,0.0623,140.044,4,0.416
Hiphop Tamizha,Takkaru Takkaru,6gGsZzBr9jmfhcr9FhfX47,2016,206041,47,0.224,0.756,0.918,4.74E-06,0.845,-3.45,0.0589,100.005,4,0.735
A.R. Rahman,Aalaporaan Thamizhan,1CjXSN6vgWmniOCEycVFdN,2017,348373,52,0.263,0.699,0.81,0.00146,0.109,-7.087,0.057,135.966,4,0.738
A.R. Rahman,Kodu Poatta,6hhHkPSpwfkrmQXmBJn7Ii,2010,273773,50,0.0812,0.848,0.893,0.000138,0.0647,-5.118,0.0961,116.996,4,0.924
Anirudh Ravichander,Iraiva,13nt0ZQGcwH7oPitTFwjPX,2017,294715,41,0.198,0.571,0.729,0,0.103,-5.603,0.0481,140.062,4,0.378
Sundar C. Babu,Kanadhasan Karaikudi,5i2HAgKyxC6NRlsiAgofe8,2020,245266,0,0.0868,0.842,0.63,0,0.0836,-5.64,0.0433,114.974,4,0.869
Mani Sharma,Aadungada Yennai Suththi,1waBTSQ6lgX5kw3k2IfJN2,2006,270533,2,0.535,0.715,0.982,1.22E-05,0.191,-5.345,0.205,171.974,4,0.57
Vijay Antony,Nan Adicha,709CXottAkQWL83UqsilQc,2009,275320,46,0.255,0.775,0.873,2.58E-05,0.201,-5.171,0.205,82.514,4,0.515
ofRO,"Semma Bodha (From ""Think Originals"")",4tugggYmgNVjmMPIMzLC45,2021,196125,45,0.136,0.869,0.394,0,0.122,-7.763,0.341,129.137,3,0.154
Harris Jayaraj,Uyirin Uyire,7LuYc1yBvfvvLC1O7Ng4v4,2003,321426,58,0.485,0.689,0.805,1.46E-06,0.142,-8.496,0.058,135.528,4,0.834
Yuvan Shankar Raja,Chedi Onnu,6CxsEgfXcsvgW7dqk0dFJX,2020,158563,30,0.0055,0.681,0.709,0.023,0.202,-6.285,0.0329,119.993,4,0.517
Harris Jayaraj,Innum Enna Thozha,36TUJPlbeuIAwq5X5W5ZaR,2011,298680,45,0.406,0.743,0.619,1.55E-05,0.0757,-7.926,0.0335,110.006,4,0.619
Devi Sri Prasad,Vaadi Vaadi,1YSeBt82FA3TKFarDumyH9,2021,317429,56,0.152,0.839,0.804,2.33E-05,0.136,-10.297,0.358,75.046,4,0.559
Harris Jayaraj,June Ponal,6S6DFMfhwIZYHUffVzuWOI,2006,361533,62,0.0386,0.741,0.489,0,0.162,-9.428,0.0472,113.028,4,0.667
Yuvan Shankar Raja,Evan Di Una Pethan,42KTXZZ4qTHmjlBvmpegwL,2010,356293,58,0.0557,0.723,0.82,2.97E-05,0.0481,-3.899,0.03,126.025,4,0.337
Vivek - Mervin,Chill Bro,6boUblHda4QDKSGAM8wrxP,2019,239989,43,0.18,0.73,0.904,0.000348,0.121,-4.223,0.247,160.07,4,0.464
G. V. Prakash,Aagasam,6cgdKqB7JBGzhBHRRIaol5,2020,276000,46,0.044,0.687,0.6,0,0.162,-12.874,0.0456,105.035,4,0.901
Harris Jayaraj,Thirunelveli Halwada,342hV6G2CpWNAM941kyMS3,2003,308400,53,0.167,0.604,0.78,0,0.0706,-8.134,0.259,105.155,3,0.669
Harris Jayaraj,Damakku Damakku,4D1Yg3cLMpEcJVol8TACBk,2009,295226,57,0.0421,0.795,0.694,0.000745,0.248,-8.492,0.042,131.026,4,0.531
Harris Jayaraj,Karka Karka,1rAoVo9ctrkufq4EHfdFQS,2006,296013,2,0.0217,0.883,0.718,0,0.383,-9.451,0.0473,107.978,4,0.871
Vidyasagar,Arjunar Villu,2gRJ3rj8GwCsl1a5tUo9dp,2004,267160,5,0.181,0.76,0.948,0,0.0962,-3.39,0.0936,99.971,4,0.537
G. V. Prakash Kumar,Padichi Parthen,7EH1f2Kq0rrKTmT9h1mkDJ,2021,260466,57,0.111,0.583,0.953,0.00111,0.116,-6.665,0.281,153.354,4,0.584
Vijay Antony,"Aathichudi (From ""TN 07 AL 4777"")",3mdPDQuqy5MWOjebHycyZi,2020,251210,0,0.332,0.75,0.743,0,0.14,-8.23,0.235,140.01,4,0.732
Kannan,Oru Sooravali,1gj9TW1gWih3zbQeHPBy8g,2009,148558,31,0.0202,0.565,0.881,0.00872,0.33,-4.568,0.0733,180,4,0.787
Yuvan Shankar Raja,Jalsa,2h0HT7nycVvIite5nlSCGM,2013,236800,47,0.0109,0.902,0.593,0.00347,0.813,-7.717,0.129,99.999,4,0.604
Yuvan Shankar Raja,Saroja Saman Nikolo,1HMvIywTiZELxCvdqdkNQ7,2013,253986,45,0.146,0.702,0.87,1.19E-06,0.279,-8.72,0.0877,80.01,4,0.808
Vidyasagar,Kokkarakko,4Yui1BXb9c4kQEHhqxKuJx,2004,275293,3,0.237,0.554,0.866,0,0.259,-2.536,0.315,124.029,4,0.844
Vidyasagar,Appadi Podu,7z4kafugU65OUetJ8wdmUX,2004,292400,4,0.0809,0.655,0.86,0,0.0399,-4.432,0.169,167.904,4,0.659
Bharathwaj,Alwarpetyai Aaluda,7I30l92ms8awAf0hnZaOl0,2004,323813,3,0.342,0.509,0.498,0,0.317,-11.009,0.214,80.998,3,0.648
A.R. Rahman,"Yaakkai Thiri (From ""Aayutha Ezhuthu"")",4SCKujvfRXRSLsksaMmAsx,2013,273426,49,0.0106,0.628,0.787,0.000626,0.159,-8.623,0.0329,135.976,4,0.326
Anirudh Ravichander,Vaathi Raid,4PML5RtrVcYAwTTS46otXB,2020,209500,57,0.253,0.806,0.93,1.94E-05,0.106,-3.404,0.132,100.016,4,0.666
Harris Jayaraj,Oh Super Nova,23jwsNJe8YZkQcb4nXKP1E,2022,149138,50,0.0178,0.968,0.359,0,0.0849,-9.242,0.116,115.976,4,0.637
Harris Jayaraj,Pala Pala,6Pb8yzyD30gPhVLnZUEiZG,2022,325363,59,0.134,0.742,0.867,4.98E-06,0.153,-7.697,0.0361,129.987,4,0.757
S. P. Balasubrahmanyam,"Illamai Etho Etho (From ""Sakalakala Vallavan"")",4cPIwSt8YMJqQi6b6Jw2gJ,2020,349545,0,0.637,0.666,0.678,0,0.549,-7.399,0.0812,139.101,4,0.868
Mani Sharma,Vetri Kodi Yettru,13xTG6eTJbH7LuJbHsFqZi,2010,321146,34,0.172,0.866,0.893,0.00263,0.115,-5.829,0.0655,124.029,4,0.809
Mani Sharma,Althota Boopathy,0G8giOTZ37LNuN0Wokflpg,2002,295173,1,0.217,0.765,0.848,0,0.0639,-10.554,0.249,76.929,4,0.844
Anirudh Ravichander,Kutti Story,4tHdVbionAnDm4LN17MDIl,2020,300500,54,0.204,0.555,0.559,1.30E-06,0.0919,-6.134,0.132,99.056,4,0.769
Harris Jayaraj,Neruppe,3afbpZyurGJSCo521K9SzK,2006,292013,3,0.0107,0.854,0.605,0.00024,0.22,-8.915,0.0778,108.995,4,0.599
Kannan,Pacha Manja,08ZEKLTohImiV5fwFjBHNx,2009,271072,24,0.481,0.562,0.932,0.000111,0.177,-4.752,0.329,151.75,4,0.714
A.R. Rahman,Mukkala Mukkabla,1qHQ6U2HSSddaH6LYs5M9t,2014,323343,57,0.0518,0.866,0.47,0.00584,0.101,-15.404,0.127,119.834,4,0.52
Dhina,Manmatha Raasa,0MwrxC968JksnxUb7G7Ows,2020,288373,50,0.144,0.503,0.921,2.08E-05,0.85,-7.373,0.308,85.592,4,0.674
Various Artists,Enga Yeriya,6tzfj4EtmLNJ3SSD4dm6O8,2020,318293,45,0.173,0.551,0.853,0.00385,0.248,-8.803,0.0971,129.995,4,0.791
Harris Jayaraj,Kalyaanam Thaan Kattikittu,0cw0ylsyKypc7CXWQr9Qcy,2003,302091,49,0.243,0.472,0.869,0,0.327,-7.765,0.192,78.003,4,0.876
A.R. Rahman,Kikku Aerudae,59vOuMfbMtxYyzhp3Kh1hN,1999,328005,44,0.0493,0.915,0.665,3.32E-05,0.125,-8.021,0.0421,121.997,4,0.944
Vishal Chandrashekhar,Red Road-U,2c6rnsy1FWN5fLVs7yInzf,2015,216004,29,0.416,0.823,0.715,0.000138,0.341,-8.019,0.0698,114.99,4,0.811
Santhosh Narayanan,Soorayaatam,6LFytX67259syPcZx6nUAP,2022,281250,42,0.755,0.479,0.939,0.266,0.085,-5.165,0.209,185.632,3,0.662
Santhosh Narayanan,Naan Naan,3MBUQcMPekDVtn5mZ6Nv7c,2022,248500,52,0.0389,0.788,0.653,7.00E-05,0.0131,-5.132,0.0425,120.02,4,0.842
A.R. Rahman,"Poovukkul (From ""Jeans"")",7wlPpc2pWUBBslyq8oacVL,2013,413425,47,0.115,0.754,0.517,1.87E-06,0.109,-9.557,0.0283,104.015,4,0.296
Vivek - Mervin,"Chill Bro (From ""Local Boy"")",2vQcYcK68Nhq4QBvpuV6w4,2020,239545,42,0.285,0.652,0.911,6.48E-06,0.132,-4.168,0.318,160.045,4,0.518
Hiphop Tamizha,Vengamavan,2aH8bZkSxnK1NIFQLEpDiJ,2019,217715,48,0.142,0.559,0.986,0.000133,0.135,-2.666,0.239,149.975,4,0.251
One Direction,Story of My Life,4nVBt6MZDDP6tRVdQTgxJg,2013,245493,82,0.225,0.6,0.663,0,0.119,-5.802,0.0477,121.07,4,0.286
Unnikrishnan,"Ennavale Adi Ennavale (From ""Kaadhalan"")",7G7bUcCrwXHgFc4HZrZhdx,2019,312032,46,0.555,0.611,0.327,0,0.108,-15.109,0.0352,97.016,3,0.431
Ilaiyaraaja,O Butterfly,4fSmzTRZtPAJZUymJM3grx,2021,300617,0,0.703,0.573,0.403,0,0.198,-8.442,0.0273,108.285,3,0.322
Bring Me The Horizon,Can You Feel My Heart,0WSa1sucoNRcEeULlZVQXj,2013,228146,80,0.00201,0.15,0.859,0.194,0.387,-2.827,0.0595,170.527,5,0.354
G. V. Prakash,Feel of Love,3IzKVl7p80vSCqLC2YDmDU,2010,217733,37,0.743,0.286,0.126,0.0179,0.118,-15.094,0.0444,137.813,3,0.089
S. P. Balasubrahmanyam,"Kaadhal Rojave (From ""Roja"")",3ENOEyv39csYpynRSRGW0o,2020,299911,47,0.831,0.696,0.423,0.00134,0.126,-9.243,0.032,91.007,4,0.428
Yuvan Shankar Raja,"Suthudhe Suthudhe (From ""Paiya"")",3afXqR9J58wEFEO0rXsjKr,2013,295906,39,0.118,0.793,0.844,0.0123,0.0979,-8.593,0.0385,119.994,4,0.591
Karthik,"Kan Pesum Varthaigal (From ""7/G Rainbow Colony"")",5FPC9YVUMxyX9PPA4t6CEI,2013,348290,48,0.0811,0.77,0.731,0.0255,0.0746,-9.328,0.0597,80.99,4,0.856
A.R. Rahman,Hayati,0ZV2OU0ciMA1yZS86qv51V,2018,176576,45,0.00297,0.712,0.657,1.45E-06,0.933,-7.517,0.0497,135.978,4,0.753
Anirudh Ravichander,"Vaathi Coming (From ""Master"")",4dJrjWtAhEkW7VdPYSL1Ip,2020,228257,59,0.218,0.649,0.947,0.383,0.0532,-4.087,0.26,164.943,4,0.579
G. V. Prakash,"Maara Theme (Tamil) (From ""Soorarai Pottru"")",0mgrPwfwz57fAMWEAirbLM,2020,70000,39,0.203,0.561,0.929,0.671,0.223,-9.908,0.111,165.16,3,0.111
Santhosh Narayanan,Maya Visai,13NIgJYDivMwETjYVzWEAv,2016,260473,46,0.00338,0.596,0.697,1.87E-05,0.163,-6.457,0.0298,117.959,4,0.357
Yuvan Shankar Raja,Mankatha Theme Music,1A1YlVucS5hugYaeWXfCA8,2011,184866,51,0.25,0.678,0.375,0.908,0.209,-6.992,0.0293,89.994,4,0.202
Sam C.S.,Karuppu Vellai,3ofnkr6j3FLAHc2eTh9YnQ,2017,195818,62,0.437,0.425,0.595,0.000826,0.0958,-8.296,0.0533,109.91,4,0.0892
G. V. Prakash,Oru Thuli,39biYu0of4kRtBtNNcobJ5,2015,256173,45,0.539,0.803,0.714,0.0109,0.0421,-6.144,0.0695,105,4,0.64
Various Artists,Veesum Soorai Katre,2xJBSsQzSU1hWMYZLAKvxz,2018,210548,0,0.311,0.567,0.938,0.000927,0.575,-6.514,0.0659,127.988,4,0.194
Shankar-Ehsaan-Loy,Vishwaroopam,6OY61mofLDKA76sfce1ads,2012,263106,45,0.00627,0.607,0.924,0.00299,0.385,-5.74,0.0348,129.948,4,0.546
Hiphop Tamizha,Theemai Dhaan Vellum - Awakening the Monster,3F7IiHst8X2KXwu4oBkywY,2015,212497,54,0.8,0.715,0.655,2.58E-06,0.571,-5.091,0.0911,80.012,4,0.568
Anirudh Ravichander,The Trooper Theme,0AfLxQQqQ2T7PH8sjkCdpR,2015,55821,32,0.0183,0.763,0.72,0.000281,0.348,-6.607,0.157,105.084,1,0.127
Adhya,Blood bath,4zzttZti7oNKG9438Jmcm6,2020,212259,45,0.718,0.527,0.876,2.19E-05,0.537,-9.193,0.11,109.021,4,0.309
Santhosh Narayanan,Katravai Patravai,1Zn2q9DxG7v9l8eNXjZygH,2018,225757,41,0.0149,0.611,0.824,4.45E-06,0.372,-7.147,0.0808,79.967,4,0.538
Santhosh Narayanan,Semma Weightu,4DTPvhTmF3oVTLjAfHujVK,2018,298386,35,0.0494,0.813,0.638,3.77E-05,0.248,-8.12,0.291,99.944,4,0.622
Various Artists,"Salaam Rocky Bhai (From ""Kgf Chapter 1"")",3uIjiypwbW33s8T8u940uU,2018,245463,32,0.474,0.722,0.939,0.0023,0.0662,-6.584,0.047,124.01,4,0.523
Harris Jayaraj,Irumugan Settai,5f7PjIN9Pteq1wLcJSr04j,2016,247853,39,0.0874,0.79,0.92,0.000445,0.0743,-3.897,0.0965,114.013,4,0.263
Harish Jayaraj,Yevanda Ivan,4fO4n9tjHWE9HAW7neF7eW,2015,191133,0,0.118,0.744,0.967,9.76E-06,0.336,-3.9,0.103,108.007,4,0.19
Eminem,Rap God,6or1bKJiZ06IlK0vFvY75k,2013,363521,77,0.397,0.708,0.843,0,0.799,-2.66,0.314,148.14,4,0.625
SVDP,Neeye Oli,4TZb8HB5VEIRphX4CV7qXj,2021,237843,45,0.0877,0.586,0.864,0,0.0374,-3.423,0.19,159.984,4,0.377
Hiphop Tamizha,Meesaya Murukku,1fERvpF9968go72c3GRksb,2017,222164,52,0.419,0.601,0.92,0,0.263,-2.313,0.146,86.976,4,0.493
Anirudh Ravichander,Varavaa Varavaa,7IPRyJWp0i9vgE2mDZ8kvk,2015,202378,46,0.115,0.611,0.799,0,0.044,-7.273,0.135,194.996,3,0.67
Santhosh Narayanan,Kodi Parakkudha,5a9PH1WkqkAvC0HV4lbdOU,2016,204681,46,0.152,0.871,0.861,0.0034,0.311,-5.905,0.234,94.847,4,0.741
Santhosh Narayanan,Suvar - Theme Music,3njkExkxN75sFnYbYw4hwO,2014,78349,29,0.745,0.373,0.181,0.794,0.153,-16.397,0.0309,102.798,4,0.202
Santhosh Narayanan,Neeye Oli,11qgUXxN2YEGNOfDDUOT2K,2021,237750,49,0.0833,0.61,0.864,0,0.0351,-3.465,0.203,159.944,4,0.413
Santhosh Narayanan,Ding Dong,34ukOxUQQCWSWKRpdv4gRt,2013,234209,42,0.0133,0.869,0.606,0.000187,0.128,-6.199,0.398,119.944,4,0.57
Santhosh Narayanan,Missing Me,4jzHsryAHTiEExy21bJfZk,2022,181354,48,0.198,0.66,0.75,2.40E-06,0.126,-5.511,0.408,77.515,4,0.537
A.R. Rahman,Muzumathi,5q2MZwkvdw28qv0WPsRPHA,2007,312453,59,0.819,0.708,0.325,1.42E-06,0.0827,-11.414,0.0369,137.814,4,0.567
A.R. Rahman,Khulke Jeene Ka,1XFZMenJ30FfGOsj8X5sqf,2020,246741,56,0.566,0.676,0.544,0,0.341,-10.893,0.0568,88.969,4,0.533
A.R. Rahman,Munbe Vaa,23MwjnLi2vYwS9fBuWpIMb,2006,356941,12,0.245,0.609,0.759,2.84E-05,0.207,-9.422,0.0336,141.126,4,0.802
Harris Jayaraj,"Ennamo Yeadho (From ""KO"")",3woADSzwL2s3kEZtGsrCyD,2014,333600,52,0.0439,0.793,0.571,0.000215,0.193,-6.289,0.0341,90.986,4,0.692
G. V. Prakash,"Yaar Indha Saalai Oram (From ""Thalaivaa"")",5UOFLYC30Ajp7woaZUHgw0,2014,315493,52,0.275,0.471,0.453,4.02E-05,0.244,-8.354,0.0971,116.013,4,0.587
Yuvan Shankar Raja,En Jannal Vandha,04fYoQSUTfPhVjyW8aXkix,2009,283480,55,0.0706,0.69,0.654,0.000561,0.0251,-4.726,0.203,124.983,4,0.624
Yuvan Shankar Raja,"Oru Devathai (From ""Vaamanan"")",3KmqCi6VD4IkonTDO1LRge,2018,296760,56,0.163,0.642,0.493,0.000796,0.111,-9.618,0.0325,120.019,4,0.281
Ghibran,Sevatha Pulla,2436qFo91myUvcU2l1lVFI,2017,234241,48,0.359,0.681,0.565,5.09E-06,0.125,-8.027,0.0765,154.925,4,0.655
Vidyasagar,Poi Solla koodadhu,33XOZi42ZaLgPjNEjtIDI2,2002,293240,1,0.125,0.624,0.442,1.21E-05,0.278,-11.753,0.0427,77.995,4,0.191
Pritam,"Hawayein (From ""Jab Harry Met Sejal"")",6871FKHumiy1Wfr6vF7Xxt,2017,289999,63,0.796,0.606,0.601,0.000511,0.127,-5.576,0.0283,125.961,4,0.453
Pritam,Khairiyat (Bonus Track),3oM90C4SZLYzVZJEZD5EQk,2019,270706,56,0.484,0.605,0.655,1.13E-06,0.152,-5.625,0.0364,124.974,4,0.597
Various Artists,Ranjha,0v77QqHiZUvfJkCk2rGRqw,2021,228855,63,0.507,0.611,0.566,0,0.0971,-5.861,0.0388,82.984,4,0.312
Various Artists,Raataan Lambiyan,1stiSonuKkZqhI1o9nZ9MT,2021,230292,68,0.61,0.721,0.628,0,0.108,-5.546,0.0409,81.008,4,0.514
Yuvan Shankar Raja,"Thuli Thuli (From ""Paiya"")",3YfG9ch4qcYbDhwVtDuzQm,2018,283346,59,0.257,0.706,0.528,0.0019,0.112,-7.431,0.0312,92.021,4,0.634
Vidyasagar,Thaen Thaen,1h4fhfxL7IU9jgzZlPEH51,2008,238600,46,0.125,0.712,0.819,0.000956,0.161,-4.565,0.0451,96.987,4,0.655
Yuvan Shankar Raja,"En Kadhal Solla (From ""Paiya"")",7vR8sGqVg5HMEOEvECdzlQ,2013,293893,59,0.035,0.874,0.412,0.00684,0.102,-5.746,0.0313,105.019,4,0.56
Yuvan Shankar Raja,"Yedho Ondru Ennai (From ""Paiya"")",3EeyaFOWvqer0qaEMrFyAz,2013,213520,51,0.67,0.858,0.447,9.19E-05,0.0738,-7.917,0.0343,119.98,4,0.256
Hiphop Tamizha,Indru Netru Naalai,0jCZ3xX2xZTWMUnQMk1Vig,2015,185216,60,0.463,0.536,0.591,0,0.133,-5.377,0.0292,128.056,4,0.347
A.R. Rahman,Vennilavae,3Cq5W6HTcwVKM4g3Et1gXW,1997,351720,0,0.425,0.639,0.318,1.58E-06,0.166,-11.589,0.0311,91.074,4,0.594
Darbuka Siva,Maruvaarthai,6A79kP682lpUXnwcl5575F,2017,356718,56,0.0117,0.56,0.729,0.000136,0.105,-6.528,0.0303,127.998,4,0.259
Darbuka Siva,Visiri,00DMv3gdOFGDBFZ0WuvtXn,2018,311127,52,0.656,0.589,0.346,3.29E-05,0.131,-8.742,0.0302,114.843,4,0.54
Sathyaprakash,Naan Pizhaippeno,4GHobeaUTnW0hZGzX8zGEO,2017,361463,45,0.132,0.588,0.751,0.0126,0.0993,-7.823,0.0275,123.024,4,0.308
Harris Jayaraj,Kannum Kannum,5FF8zFVcdfylo72ANbh9wV,2005,325000,3,0.0818,0.82,0.716,2.53E-05,0.272,-8.315,0.0638,121.01,4,0.831
Ghibran,Father & Son - Instrumental Version,4KqW5TyiNE4eOf4ZeMX0DQ,2015,157533,35,0.896,0.295,0.341,0.918,0.094,-10.144,0.0385,123.007,3,0.091
Harris Jayaraj,Karu Karu,1prSracOhIM1HgZY27xAxr,2007,216137,2,0.394,0.818,0.504,0,0.333,-10.138,0.0426,113.974,4,0.665
Vijay Antony,Ulaginil Miga Uyaram,6eyno9kgAXfIAtNCZvYqsq,2012,287869,37,0.43,0.766,0.687,6.87E-05,0.141,-6.473,0.0437,139.948,4,0.692
Devi Sri Prasad,"Yaaro En Nenjai (From ""Kutty"")",6c7PIMv4Tlsc8IeUAcjgU0,2013,308320,47,0.296,0.82,0.747,1.05E-05,0.0447,-5.559,0.0621,97.979,4,0.913
Vijay Antony,Thozhiya,6cZcVAjgELRB6w9h6jaYtJ,2007,296724,55,0.473,0.697,0.875,1.68E-06,0.125,-1.842,0.0475,96.013,4,0.808
Jassie Gift,Layyavathiye,7yRfIESGCckunEuXMtn0bj,2004,270497,56,0.0896,0.772,0.886,0,0.0262,-8.111,0.117,110.689,4,0.762
Anirudh Ravichander,Thangamey,5b1zcET4JFw1BHh8rsjHq3,2016,262539,55,0.48,0.583,0.901,0,0.248,-5.785,0.0739,99.927,4,0.618
Hiphop Tamizha,Morattu Single,6M8B0tsblkkeJKtyI9NQhR,2019,186711,50,0.549,0.596,0.953,0,0.366,-2.842,0.161,160.009,4,0.769
Sid Sriram,"Vaa Vaa Penne - From ""Uriyadi 2""",3FWiMqn31M0m7MAptIONXz,2019,294864,44,0.647,0.513,0.534,0,0.153,-8.538,0.039,149.94,3,0.245
Masala Coffee,Yelo Pullelo,44tt44Coydbx27QJlWiKXb,2020,205985,49,0.0214,0.763,0.676,0,0.155,-5.352,0.0538,133.988,4,0.727
Masala Coffee,Sirikkalam Parakkalam,1RchfbSg1tXsZwkGSrRsS5,2020,196025,43,0.0396,0.703,0.834,1.32E-06,0.178,-5.491,0.0508,127.944,4,0.537
Vishal Chandrashekhar,Bodhai Kaname,0VNcmrDqVZq6GuJp8HLMnc,2021,261946,37,0.152,0.516,0.405,3.44E-06,0.154,-12.327,0.0424,160.047,3,0.267
A.R. Rahman,Jessy's Land,7iy5huRZ9bNI3ce79DcdCD,2010,118226,43,0.937,0.398,0.248,0.702,0.115,-12.981,0.0284,77.35,4,0.32
A.R. Rahman,Kun Faya Kun,7F8RNvTQlvbeBLeenycvN6,2011,470500,68,0.679,0.362,0.378,0,0.091,-11.008,0.0329,87.549,4,0.575
A.R. Rahman,Saadda Haq,7k3jpyYPnVnbO0p7iejWxL,2011,362662,56,0.091,0.554,0.882,2.80E-06,0.368,-5.018,0.0488,96.958,4,0.627
Various Artists,Vizhigalil Vizhigalil,7nRFeG20drpHn9CqPuRVJ6,2006,286253,57,0.128,0.731,0.664,0,0.0608,-9.817,0.0836,164.108,4,0.724
Various Artists,The Story Continues,2pYtUiFhiRH5ssLl7wBK4v,2005,89186,44,0.37,0.228,0.29,0.928,0.494,-16.318,0.0407,124.267,4,0.115
Pradeep Kumar,"Idhayam Love (Megamo Aval) - From ""Meyaadha Maan""",1GzpqhgVQAadcV6w9qIJIp,2018,291121,52,0.777,0.296,0.298,6.51E-06,0.0909,-10.169,0.0296,178.336,4,0.236
D. Imman,Marandhaye,2TyThiy0ll1Iqe0hNc3JIK,2020,299305,52,0.525,0.362,0.711,0,0.329,-4.652,0.0386,164.649,3,0.336
Various Artists,Manasellam Mazhaiye,32R7r1j2r13XwF62fT8sNt,2012,326495,56,0.592,0.629,0.687,4.81E-05,0.106,-4.624,0.0393,170.006,4,0.762
Yogi And Natchatra,Madai Thiranthu - Hit Track,5PeEOojM9Iz9YHRGDu9jog,2008,345756,49,0.21,0.675,0.764,0,0.827,-6.015,0.473,90.392,4,0.894
A.R. Rahman,Kaara Aattakkaara,0uEtUhy8xAX1fJFiqNs5sr,2015,336810,48,0.0431,0.775,0.666,0.000537,0.731,-7.377,0.0532,129.988,4,0.762
A.R. Rahman,Idhu Naal,4ZbReiBhWXubimOlKm8PdL,2016,219000,43,0.678,0.561,0.552,5.45E-05,0.147,-9.147,0.0341,159.996,4,0.662
Hariharan,Mudhal Mazhai (From Bheema),2fsRouU9GgRh1jeObvYhBh,2013,343333,46,0.231,0.801,0.513,0.00855,0.0735,-7.826,0.0365,113.988,4,0.581
Yuvan Shankar Raja,"Adada Mazhaida (From ""Paiya"")",5PGMCQZR2AnFXSYvUxVb30,2014,267120,48,0.29,0.891,0.691,0.00555,0.0596,-9.417,0.0588,120.004,4,0.666
Pradeep Kumar,"Nee Kavithaigala - From ""Maragatha Naanayam""",38lQQdlbSMnHq3rjW9Vzhj,2018,276250,64,0.454,0.586,0.541,2.92E-06,0.121,-5.647,0.0272,130.055,3,0.413
Vijay Antony,Azhagaai Pookkuthey,4co1QFnOx9cpKRp3Ru6eJF,2009,296813,53,0.695,0.618,0.522,8.94E-06,0.0944,-7.94,0.0461,149.825,4,0.356
